Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2017-01-01,"Saline County, AR",05125,1275,28.22,38.28,38.87,3276.52,26.11,11.33
2017-01-01,"La Porte County, IN",18091,1272,27.27,38.41,38.51,3253.38,28.14,10.23
2017-01-01,"Martin County, FL",12085,1271,28.92,38.72,38.98,3298.89,25.88,10.69
2017-01-01,"Cambria County, PA",42021,1271,27.77,38.34,38.62,3212.68,27.45,11.09
2017-01-01,"Franklin County, MO",29071,1256,27.66,38.49,38.68,3327.5,27.54,11.78
2017-01-01,"Middlesex County, CT",09007,1255,31.42,38.77,38.9,3354.08,26.36,12.92
2017-01-01,"Monroe County, IN",18105,1249,28.94,38.82,38.88,3388.94,27.13,12.94
2017-01-01,"Oswego County, NY",36075,1248,27.46,38.68,38.92,3310.42,29.06,12.7
2017-01-01,"Allen County, OH",39003,1244,26.74,38.07,38.14,3205.93,28.09,11.85
2017-01-01,"Androscoggin County, ME",23001,1241,28.38,38.84,39.05,3329.48,28.32,11.85
2017-01-01,"Washington County, TN",47179,1236,27.84,38.52,38.8,3294.27,26.77,10.33
2017-01-01,"Vigo County, IN",18167,1224,26.73,38.23,38.31,3247.47,28.35,10.78
2017-01-01,"Santa Fe County, NM",35049,1222,28.56,38.45,38.76,3096.41,25.84,9.72
2017-01-01,"Blount County, TN",47009,1220,27.38,38.35,38.53,3300.08,27.4,12.76
2017-01-01,"Etowah County, AL",01055,1213,26.29,38.29,38.48,3228.29,29.01,9.69
2017-01-01,"Sussex County, NJ",34037,1213,30.6,38.64,38.86,3350.11,26.58,10.89
2017-01-01,"Blair County, PA",42013,1205,27.78,38.79,38.97,3329.72,26.87,11.38
2017-01-01,"Sheboygan County, WI",55117,1204,28.44,38.78,38.96,3373.81,27.21,12.12
2017-01-01,"La Crosse County, WI",55063,1188,29.33,38.93,38.95,3354.32,26.9,12.16
2017-01-01,"LaSalle County, IL",17099,1180,27.52,38.39,38.7,3297.0,28.22,12.73
2017-01-01,"Strafford County, NH",33017,1180,29.31,38.67,38.86,3303.4,26.94,12.45
2017-01-01,"Orange County, NC",37135,1179,30.94,38.66,38.82,3316.87,25.54,11.55
2017-01-01,"Lycoming County, PA",42081,1174,28.1,38.6,38.86,3330.41,27.53,11.71
2017-01-01,"Centre County, PA",42027,1171,30.25,38.87,38.88,3350.12,25.8,12.87
2017-01-01,"Pickens County, SC",45077,1169,27.17,38.5,38.8,3316.92,27.73,13.27
2017-01-01,"Miami County, OH",39109,1154,27.6,38.52,38.75,3331.08,27.3,11.5
2017-01-01,"Ashtabula County, OH",39007,1149,26.89,38.32,38.6,3252.58,27.79,9.87
2017-01-01,"Cecil County, MD",24015,1145,28.26,38.44,38.65,3304.58,27.46,10.77
2017-01-01,"DeKalb County, IL",17037,1142,28.59,38.32,38.53,3302.04,28.04,12.06
2017-01-01,"Tolland County, CT",09013,1139,30.7,38.7,38.85,3352.97,26.21,11.81
2017-01-01,"Missoula County, MT",30063,1138,29.4,38.74,38.92,3306.59,26.29,11.18
2017-01-01,"Douglas County, KS",20045,1134,29.43,38.44,38.47,3311.79,26.52,11.56
2017-01-01,"Kennebec County, ME",23011,1132,28.17,38.56,38.81,3319.82,28.53,12.61
2017-01-01,"Delaware County, IN",18035,1126,26.99,38.39,38.51,3263.91,27.95,11.4
2017-01-01,"Citrus County, FL",12017,1108,26.62,38.48,38.67,3263.66,27.12,10.4
2017-01-01,"Eaton County, MI",26045,1097,28.4,38.56,38.72,3326.96,27.77,13.27
2017-01-01,"Mercer County, PA",42085,1092,27.72,38.5,38.7,3257.2,27.15,11.33
2017-01-01,"Windham County, CT",09015,1073,28.72,38.48,38.68,3270.73,27.73,11.77
2017-01-01,"Douglas County, OR",41019,1068,27.17,38.62,38.85,3334.16,27.47,13.34
2017-01-01,"Fond du Lac County, WI",55039,1066,28.45,38.54,38.72,3324.2,28.14,11.2
2017-01-01,"Unidentified Counties, RI",44999,1061,30.9,38.79,38.9,3357.1,25.56,13.01
2017-01-01,"Charlotte County, FL",12015,1060,27.59,38.35,38.46,3223.87,27.22,10.29
2017-01-01,"Henderson County, NC",37089,1040,28.36,38.52,38.74,3271.45,26.58,12.95
2017-01-01,"St. Lawrence County, NY",36089,1038,27.8,38.52,38.77,3301.27,28.81,10.64
2017-01-01,"Columbiana County, OH",39029,1025,27.3,38.42,38.7,3315.36,27.91,12.33
2017-01-01,"Bay County, MI",26017,1009,27.75,38.86,38.97,3352.02,28.28,12.84
2017-01-01,"Brunswick County, NC",37019,1008,28.14,38.56,38.77,3285.46,27.14,11.67
2017-01-01,"Hampshire County, MA",25015,1003,31.4,38.91,39.06,3375.2,26.16,12.54
2017-01-01,"Berkshire County, MA",25003,993,29.09,38.76,38.87,3256.3,26.19,11.81
2017-01-01,"Ontario County, NY",36069,984,29.5,38.73,38.98,3353.72,27.29,10.93
2017-01-01,"Adams County, PA",42001,972,28.19,38.57,38.81,3312.75,27.23,11.64
2017-01-01,"Hunterdon County, NJ",34019,952,32.19,38.62,38.73,3346.15,25.52,12.02
2017-01-01,"Warren County, NJ",34041,935,30.3,38.63,38.72,3301.33,27.06,11.68
2017-01-01,"Walworth County, WI",55127,917,29.16,38.49,38.74,3316.66,27.44,12.07
2017-01-01,"Fayette County, GA",13113,886,30.37,38.42,38.58,3239.11,26.7,12.29
2017-01-01,"Unidentified Counties, MA",25999,866,30.53,38.97,38.98,3375.15,26.3,12.99
2017-01-01,"Unidentified Counties, HI",15999,857,29.29,38.56,38.86,3232.84,26.04,11.17
2017-01-01,"Washington County, RI",44009,852,30.59,38.75,38.99,3372.16,26.02,13.29
2017-01-01,"Tompkins County, NY",36109,767,30.27,38.89,39.07,3357.22,25.94,11.76
