Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2016-01-01,"La Porte County, IN",18091,1305,26.91,38.5,38.6,3256.85,28.02,9.83
2016-01-01,"Monroe County, IN",18105,1301,29.04,38.78,38.86,3369.24,26.45,12.31
2016-01-01,"Washington County, TN",47179,1292,27.59,38.33,38.39,3260.67,26.85,10.42
2016-01-01,"Santa Fe County, NM",35049,1290,28.73,38.58,38.75,3098.1,25.68,9.32
2016-01-01,"Vigo County, IN",18167,1288,26.71,38.34,38.5,3271.03,27.61,10.93
2016-01-01,"Cowlitz County, WA",53015,1285,27.1,38.78,38.97,3366.18,28.09,12.91
2016-01-01,"Merrimack County, NH",33013,1284,29.45,38.89,39.06,3379.21,27.12,12.11
2016-01-01,"Middlesex County, CT",09007,1277,31.22,38.72,38.86,3364.96,26.25,12.99
2016-01-01,"Martin County, FL",12085,1273,29.17,38.65,38.81,3281.01,26.06,11.08
2016-01-01,"Blair County, PA",42013,1270,27.76,38.82,39.07,3334.55,27.09,11.25
2016-01-01,"LaSalle County, IL",17099,1262,27.96,38.44,38.74,3286.59,27.33,12.82
2016-01-01,"Allen County, OH",39003,1257,26.96,38.14,38.15,3229.75,28.28,11.73
2016-01-01,"Sheboygan County, WI",55117,1257,28.74,38.59,38.78,3331.84,27.63,12.14
2016-01-01,"Franklin County, MO",29071,1248,27.77,38.35,38.65,3304.0,27.51,11.74
2016-01-01,"Androscoggin County, ME",23001,1247,27.81,38.79,39.01,3328.66,28.28,12.11
2016-01-01,"Indian River County, FL",12061,1245,28.17,38.37,38.65,3246.83,27.23,12.65
2016-01-01,"Blount County, TN",47009,1229,27.23,38.4,38.63,3301.4,26.74,12.99
2016-01-01,"Miami County, OH",39109,1227,27.73,38.58,38.78,3347.35,26.58,12.15
2016-01-01,"Pickens County, SC",45077,1225,27.14,38.56,38.74,3296.42,27.45,13.51
2016-01-01,"Lycoming County, PA",42081,1222,27.83,38.5,38.79,3322.78,27.17,11.3
2016-01-01,"Etowah County, AL",01055,1214,26.33,38.45,38.64,3239.61,28.13,9.9
2016-01-01,"Strafford County, NH",33017,1211,29.36,38.71,38.94,3357.23,27.13,12.58
2016-01-01,"Centre County, PA",42027,1208,29.83,39.0,39.15,3370.81,25.53,13.13
2016-01-01,"La Crosse County, WI",55063,1188,29.22,38.77,38.73,3335.25,27.0,12.19
2016-01-01,"Missoula County, MT",30063,1187,28.98,38.7,38.99,3300.53,25.57,11.01
2016-01-01,"Sussex County, NJ",34037,1180,30.77,38.61,38.84,3344.27,27.02,11.1
2016-01-01,"Douglas County, KS",20045,1177,29.39,38.49,38.5,3300.38,26.63,11.91
2016-01-01,"Tolland County, CT",09013,1175,30.82,38.67,38.8,3344.41,25.98,11.89
2016-01-01,"Delaware County, IN",18035,1174,26.87,38.44,38.5,3248.95,27.83,11.62
2016-01-01,"Orange County, NC",37135,1166,30.74,38.68,38.86,3315.33,25.42,11.56
2016-01-01,"Mercer County, PA",42085,1165,27.54,38.53,38.83,3293.94,26.77,11.31
2016-01-01,"Kennebec County, ME",23011,1164,27.86,38.66,38.94,3360.34,28.27,13.02
2016-01-01,"Eaton County, MI",26045,1139,28.26,38.61,38.85,3306.55,27.32,13.54
2016-01-01,"Cecil County, MD",24015,1106,28.04,38.38,38.62,3315.62,27.77,11.11
2016-01-01,"Windham County, CT",09015,1102,28.43,38.54,38.73,3314.74,27.24,11.79
2016-01-01,"DeKalb County, IL",17037,1093,28.85,38.41,38.7,3301.27,27.89,11.89
2016-01-01,"Henderson County, NC",37089,1089,28.14,38.37,38.6,3254.78,26.42,12.24
2016-01-01,"Douglas County, OR",41019,1087,27.18,38.78,38.95,3352.18,26.8,13.87
2016-01-01,"St. Lawrence County, NY",36089,1083,27.91,38.85,39.07,3372.82,29.04,10.7
2016-01-01,"Ashtabula County, OH",39007,1075,26.99,38.38,38.66,3241.44,27.62,9.69
2016-01-01,"Columbiana County, OH",39029,1070,26.66,38.45,38.67,3279.03,27.12,12.01
2016-01-01,"Citrus County, FL",12017,1064,26.83,38.56,38.72,3312.99,26.95,10.12
2016-01-01,"Bay County, MI",26017,1061,27.82,38.85,38.96,3376.93,28.2,12.72
2016-01-01,"Charlotte County, FL",12015,1037,27.64,38.3,38.29,3197.55,26.39,10.13
2016-01-01,"Fond du Lac County, WI",55039,1031,28.56,38.43,38.68,3339.67,28.58,10.11
2016-01-01,"Unidentified Counties, RI",44999,1029,31.03,38.76,38.9,3307.5,25.8,13.05
2016-01-01,"Berkshire County, MA",25003,1027,29.19,38.83,38.87,3273.61,26.37,11.49
2016-01-01,"Hampshire County, MA",25015,1009,31.08,38.92,39.03,3369.7,25.54,12.31
2016-01-01,"Ontario County, NY",36069,997,29.2,38.67,38.93,3383.88,27.14,11.34
2016-01-01,"Brunswick County, NC",37019,978,27.86,38.45,38.45,3246.81,27.23,11.61
2016-01-01,"Walworth County, WI",55127,967,28.86,38.59,38.84,3344.25,27.72,11.69
2016-01-01,"Unidentified Counties, MA",25999,959,30.46,39.0,39.08,3372.7,26.35,13.13
2016-01-01,"Warren County, NJ",34041,958,30.27,38.51,38.66,3277.69,26.56,11.54
2016-01-01,"Washington County, RI",44009,929,30.67,38.59,38.78,3329.87,25.84,13.11
2016-01-01,"Hunterdon County, NJ",34019,927,32.06,38.7,38.83,3357.23,25.82,12.49
2016-01-01,"Adams County, PA",42001,922,28.19,38.47,38.74,3300.06,27.58,11.48
2016-01-01,"Fayette County, GA",13113,911,30.47,38.42,38.62,3287.8,26.05,11.98
2016-01-01,"Unidentified Counties, HI",15999,845,29.18,38.59,38.79,3220.83,25.83,11.28
2016-01-01,"Tompkins County, NY",36109,787,30.49,38.92,39.04,3369.37,25.94,11.88
